snapped_at,price,market_cap,total_volume
2022-01-17 00:00:00 UTC,0.2376756202322853,0.0,2723642.7113411855
2022-01-18 00:00:00 UTC,0.2376756202322853,0.0,2723642.7113411855
2022-01-19 00:00:00 UTC,0.18584538192994193,0.0,644554.3255790909
2022-01-20 00:00:00 UTC,0.25130041666157205,0.0,553383.5328181621
2022-01-21 00:00:00 UTC,0.449203314621335,0.0,5263105.760224625
2022-01-22 00:00:00 UTC,0.2906279241926134,0.0,1688309.1376416706
2022-01-23 00:00:00 UTC,0.25828608478466625,0.0,423746.2847403484
2022-01-24 00:00:00 UTC,0.26370482163502523,0.0,376800.20997979154
2022-01-25 00:00:00 UTC,0.23229535125218936,0.0,326464.52865698666
2022-01-26 00:00:00 UTC,0.21823395864961,0.0,160642.35418490943
2022-01-27 00:00:00 UTC,0.22707017077151825,0.0,180485.85913986035
2022-01-28 00:00:00 UTC,0.19826090045663022,0.0,119109.83045042143
2022-01-29 00:00:00 UTC,0.21412023804060112,0.0,100620.34863233345
2022-01-30 00:00:00 UTC,0.20881759204995742,0.0,86687.77017680922
2022-01-31 00:00:00 UTC,0.19520986271385357,0.0,67566.31439207894
2022-02-01 00:00:00 UTC,0.1827498507237521,0.0,84361.9943448868
2022-02-02 00:00:00 UTC,0.21502572978011017,0.0,148179.9398235619
2022-02-03 00:00:00 UTC,0.2048587303780762,0.0,131448.6929275906
2022-02-04 00:00:00 UTC,0.19820264335335744,0.0,66703.03413654695
2022-02-05 00:00:00 UTC,0.20370458521084292,0.0,84258.09290397092
2022-02-06 00:00:00 UTC,0.20793492931322644,0.0,67109.3659052858
2022-02-07 00:00:00 UTC,0.19844450634182365,0.0,41034.95774356423
2022-02-08 00:00:00 UTC,0.18445071038450825,0.0,165996.54168382048
2022-02-09 00:00:00 UTC,0.18524367670613426,0.0,141830.6272135437
2022-02-10 00:00:00 UTC,0.1798468399364791,0.0,33842.83948420772
2022-02-11 00:00:00 UTC,0.17678898482021219,0.0,28059.375805951546
2022-02-12 00:00:00 UTC,0.18059597474820097,0.0,95964.23935706879
2022-02-13 00:00:00 UTC,0.1794052092965902,0.0,41505.249634660395
2022-02-14 00:00:00 UTC,0.17679295123538774,0.0,41589.2827524785
2022-02-15 00:00:00 UTC,0.16992970664735127,0.0,76910.0720789343
2022-02-16 00:00:00 UTC,0.18553848303441184,0.0,96422.65909966244
2022-02-17 00:00:00 UTC,0.1871808243558279,0.0,81206.77534236478
2022-02-18 00:00:00 UTC,0.16587160494333741,0.0,116222.09455216535
2022-02-19 00:00:00 UTC,0.15938586364605686,0.0,80471.13966666549
2022-02-20 00:00:00 UTC,0.16009441217373524,0.0,43644.07073563373
2022-02-21 00:00:00 UTC,0.15756764206367085,0.0,54908.781072370766
2022-02-22 00:00:00 UTC,0.15044525591385458,0.0,75648.1999763681
2022-02-23 00:00:00 UTC,0.14936051288024887,0.0,25637.29961756882
2022-02-24 00:00:00 UTC,0.15514957502265303,0.0,44808.904231004904
2022-02-25 00:00:00 UTC,0.14208653235082197,0.0,56598.999620281764
2022-02-26 00:00:00 UTC,0.15027353949835623,0.0,43113.84520249317
2022-02-27 00:00:00 UTC,0.14881975558201208,0.0,18572.976632232174
2022-02-28 00:00:00 UTC,0.1446628971169211,0.0,44480.369502900365
2022-03-01 00:00:00 UTC,0.14474564076151178,0.0,26703.784508542387
2022-03-02 00:00:00 UTC,0.1472585388875768,0.0,33230.39231324409
2022-03-03 00:00:00 UTC,0.1517183429298167,0.0,46065.496203425355
2022-03-04 00:00:00 UTC,0.14400936917124435,0.0,52571.15481868258
2022-03-05 00:00:00 UTC,0.13656597097511997,0.0,62356.00014151448
2022-03-06 00:00:00 UTC,0.13702686400332298,0.0,22007.852088282125
2022-03-07 00:00:00 UTC,0.13408566736113592,0.0,29221.787259339995
2022-03-08 00:00:00 UTC,0.1332003320236362,0.0,44086.50780153052
2022-03-09 00:00:00 UTC,0.12803913976918468,0.0,33801.61072192251
2022-03-10 00:00:00 UTC,0.12858304744807053,0.0,46571.402746687505
2022-03-11 00:00:00 UTC,0.1248586880159438,0.0,37633.088008672836
2022-03-12 00:00:00 UTC,0.12303364504694121,0.0,95200.12367965288
2022-03-13 00:00:00 UTC,0.12134358257159324,0.0,25634.136700808056
2022-03-14 00:00:00 UTC,0.11947686503632036,0.0,43971.09043014462
2022-03-15 00:00:00 UTC,0.11667311046572429,0.0,29505.996809047414
2022-03-16 00:00:00 UTC,0.11013728611023313,0.0,52672.863236401034
2022-03-17 00:00:00 UTC,0.10912318685810465,0.0,41575.91245482442
2022-03-18 00:00:00 UTC,0.10921256909757868,0.0,34900.092691605496
2022-03-19 00:00:00 UTC,0.1073341813498118,0.0,53166.51587504775
2022-03-20 00:00:00 UTC,0.10714569150457273,0.0,28662.125944261406
2022-03-21 00:00:00 UTC,0.10725946919649022,0.0,21779.930907862643
2022-03-22 00:00:00 UTC,0.10477489961906244,0.0,36222.40734882477
2022-03-23 00:00:00 UTC,0.10680057778274087,0.0,32115.297715487577
2022-03-24 00:00:00 UTC,0.1053452383483264,0.0,41828.943647285574
2022-03-25 00:00:00 UTC,0.10200579189851804,0.0,42451.55179169393
2022-03-26 00:00:00 UTC,0.09919502083018131,0.0,51533.93183751714
2022-03-27 00:00:00 UTC,0.09776196572284003,0.0,31063.711305805464
2022-03-28 00:00:00 UTC,0.09484118652446877,0.0,40363.37964775128
2022-03-29 00:00:00 UTC,0.095837249229415,0.0,49117.082474023715
2022-03-30 00:00:00 UTC,0.09451091834276339,0.0,21575.596569898156
