snapped_at,price,market_cap,total_volume
2023-07-18 00:00:00 UTC,0.6468294572281927,0.0,172279576.75118637
2023-07-19 00:00:00 UTC,0.6468294572281927,0.0,172279576.75118637
2023-07-20 00:00:00 UTC,0.6125415209186869,0.0,72664853.73228912
2023-07-21 00:00:00 UTC,0.5860834388689282,87832163.21289858,37992418.30629602
2023-07-22 00:00:00 UTC,0.6364325664365995,95445486.78000198,47707935.70385811
2023-07-23 00:00:00 UTC,0.6222421399452781,93376590.04078467,20677868.490342062
2023-07-24 00:00:00 UTC,0.5974453608238295,89547284.40506966,16158640.644034304
2023-07-25 00:00:00 UTC,0.5304392584994624,78541343.214302,25450875.500984803
2023-07-26 00:00:00 UTC,0.5126789404117542,76854539.53348532,14037598.887399582
2023-07-27 00:00:00 UTC,0.5434085626782944,81126357.64640467,25625019.808932647
2023-07-28 00:00:00 UTC,0.5578700539035194,83712007.26286088,36109568.011843726
2023-07-29 00:00:00 UTC,0.5410702525187127,81181573.56681743,27643085.475039605
2023-07-30 00:00:00 UTC,0.52003656893238,78213621.57964888,11390128.76484101
2023-07-31 00:00:00 UTC,0.5051344836371036,76039185.04157086,13440047.952592215
2023-08-01 00:00:00 UTC,0.5084473297095987,76300842.1872864,12866969.100161554
2023-08-02 00:00:00 UTC,0.5060813811143154,75728456.97277632,8827781.573153462
2023-08-03 00:00:00 UTC,0.47080908420078277,70626893.96661896,13159400.665908828
2023-08-04 00:00:00 UTC,0.4598258188666481,69027435.86599928,11505732.406992156
2023-08-05 00:00:00 UTC,0.45557130662015366,68279040.62357166,9808255.156412859
2023-08-06 00:00:00 UTC,0.4238709861684454,63637153.15364664,17616135.012178846
2023-08-07 00:00:00 UTC,0.4429107688519278,66467409.65441521,15288264.985434469
2023-08-08 00:00:00 UTC,0.421356045685631,63123747.38289308,17204762.651586078
2023-08-09 00:00:00 UTC,0.42150235276540676,63093374.69195004,13361085.427303642
2023-08-10 00:00:00 UTC,0.4245790382184381,63762319.21236477,17247692.7436097
2023-08-11 00:00:00 UTC,0.41205277642935095,61757024.95236042,11097027.33246461
2023-08-12 00:00:00 UTC,0.4198331039548492,63017735.270833574,7345897.555396563
2023-08-13 00:00:00 UTC,0.4359838848700818,65381541.67097449,13790832.860611502
2023-08-14 00:00:00 UTC,0.42587711406097756,63916386.58990385,13591376.378251627
2023-08-15 00:00:00 UTC,0.4296686391952978,64412298.91992036,10001262.02761047
2023-08-16 00:00:00 UTC,0.36717461078734426,55010906.66724733,17003174.633825812
2023-08-17 00:00:00 UTC,0.3793711690078849,56899854.85782771,16717363.372470042
2023-08-18 00:00:00 UTC,0.37184619765931914,55949173.03930152,13129167.467622032
2023-08-19 00:00:00 UTC,0.40683567151438416,61011116.47759479,17484044.195923936
2023-08-20 00:00:00 UTC,0.4016611142092226,60442610.80303101,10267381.557817528
2023-08-21 00:00:00 UTC,0.40407690381534145,60637407.885001935,8681464.375603847
2023-08-22 00:00:00 UTC,0.41155111709786385,61760201.5925625,12203304.261431694
2023-08-23 00:00:00 UTC,0.39435880741648294,59103381.407421,9246283.844735226
2023-08-24 00:00:00 UTC,0.4285165430424118,64333010.63184062,15374126.839294633
2023-08-25 00:00:00 UTC,0.41506510695511,61786143.10587218,7829214.046237565
2023-08-26 00:00:00 UTC,0.38976343480591796,58458221.61205976,8199183.70138324
2023-08-27 00:00:00 UTC,0.3804213150574422,56992053.94761192,5643921.922571759
2023-08-28 00:00:00 UTC,0.38379254502317484,57375690.55771626,4655470.49682796
