snapped_at,price,market_cap,total_volume
2022-08-13 00:00:00 UTC,0.13011865183505864,4834059.166451725,348466.1388907649
2022-08-14 00:00:00 UTC,0.12651958055551057,4694723.034520146,396462.2192351338
2022-08-15 00:00:00 UTC,0.12298357084880977,4569130.524283868,406769.1777642994
2022-08-16 00:00:00 UTC,0.120781149934669,4486312.29065838,331380.85964495107
2022-08-17 00:00:00 UTC,0.12063925462510561,4479114.69795649,345768.48465521383
2022-08-18 00:00:00 UTC,0.11026624929525225,4097108.681717042,1486564.4259819144
2022-08-19 00:00:00 UTC,0.11156531662854433,4143175.9498726916,539940.9947206022
2022-08-20 00:00:00 UTC,0.1017687177690032,3820483.135714018,478743.27007973456
2022-08-21 00:00:00 UTC,0.1045487148391022,3881799.115198326,423129.17792128364
2022-08-22 00:00:00 UTC,0.10740419051448545,3990254.3325616573,394184.02461977233
2022-08-23 00:00:00 UTC,0.11804505037950637,4383812.357762343,2969014.7159653003
2022-08-24 00:00:00 UTC,0.11269614814696646,4162561.9662011038,649396.2479635981
2022-08-25 00:00:00 UTC,0.11189912383793836,4152117.6418601344,450026.32494146127
2022-08-26 00:00:00 UTC,0.12709458694930154,4785324.100538685,2154721.9352518185
2022-08-27 00:00:00 UTC,0.12134998055768546,4507496.838965994,2698664.647811351
2022-08-28 00:00:00 UTC,0.15546475036922677,5781776.418231714,10630667.409898186
2022-08-29 00:00:00 UTC,0.1629125595500126,5952898.251184138,6493815.213543896
2022-08-30 00:00:00 UTC,0.15134936368670276,5623763.42022354,1285291.6329416411
2022-08-31 00:00:00 UTC,0.13715436757796828,5186888.951379397,785462.4893692877
2022-09-01 00:00:00 UTC,0.15350341569170578,5699487.1116468655,2951897.4463790874
2022-09-02 00:00:00 UTC,0.18173621698163608,6745609.48606845,1445313.0636509391
2022-09-03 00:00:00 UTC,0.18886191956246173,7028570.77662769,5532420.105601413
2022-09-04 00:00:00 UTC,0.22795245362758837,8576081.697820919,2296113.859664596
2022-09-05 00:00:00 UTC,0.2216977478073325,8233139.156629902,4073373.3516262034
2022-09-06 00:00:00 UTC,0.2124274208914752,7918472.974955221,1139851.9617412563
2022-09-07 00:00:00 UTC,0.22955671959570778,8468129.43813528,2852698.3737594397
2022-09-08 00:00:00 UTC,0.2121683079245543,7795714.836263377,2476108.7545770383
2022-09-09 00:00:00 UTC,0.37661929461721305,13956616.55847578,22528455.52213056
2022-09-10 00:00:00 UTC,0.30513852260549706,11283586.16734094,14430459.023191866
2022-09-11 00:00:00 UTC,0.4530893936416673,16831832.24877681,66613888.28815898
2022-09-12 00:00:00 UTC,0.8499685502940832,32835558.984212983,243094789.45917863
2022-09-13 00:00:00 UTC,1.762358297218197,66181901.36513921,447088758.4198073
2022-09-14 00:00:00 UTC,2.029412770795912,75402379.90769458,288102594.54304713
2022-09-15 00:00:00 UTC,1.362433414773707,49935943.16126743,74772301.35309768
2022-09-16 00:00:00 UTC,1.746158798471201,64828761.59661213,156502714.88486105
2022-09-17 00:00:00 UTC,1.3528612657618306,48815780.953898005,81479181.71037817
2022-09-18 00:00:00 UTC,1.2979489793489492,48189426.225534625,52965233.608363226
2022-09-19 00:00:00 UTC,1.289214085655706,49419317.74034827,40978682.66477529
2022-09-20 00:00:00 UTC,0.978730874379326,36565474.857201636,29895501.74148924
2022-09-21 00:00:00 UTC,0.8157503423985499,30323556.97329548,27519133.808155764
2022-09-22 00:00:00 UTC,0.7487684215763463,28107109.711026497,26543143.06373544
2022-09-23 00:00:00 UTC,0.7944069595878915,29451961.671968155,27861718.755996946
2022-09-24 00:00:00 UTC,0.797562319456707,29681504.51449818,18942760.553173788
2022-09-25 00:00:00 UTC,0.729512451353639,27113107.32589956,9352482.128866725
2022-09-26 00:00:00 UTC,0.6353939828427532,23591121.094018463,10171083.859535307
2022-09-27 00:00:00 UTC,0.7092985540222803,26068965.76368351,20683870.035839207
2022-09-28 00:00:00 UTC,0.7338746751331227,27399031.775662534,29456610.025107857
2022-09-29 00:00:00 UTC,0.8490193608903833,31461866.23821237,35817269.109224
2022-09-30 00:00:00 UTC,0.7760120664604636,28708645.157524884,18755866.76961102
2022-10-01 00:00:00 UTC,0.7603876478184822,28329775.702797417,14349030.639849478
2022-10-02 00:00:00 UTC,0.731830058521875,27176698.015246514,5193608.547188536
2022-10-03 00:00:00 UTC,0.7853723566384138,29166195.714328174,13966955.402586348
2022-10-04 00:00:00 UTC,0.7922773118526065,29237659.61215694,15777836.948115584
2022-10-05 00:00:00 UTC,0.7441595749931852,27635636.25703707,6369546.570733213
2022-10-06 00:00:00 UTC,0.7278139452360082,27028252.79304965,4691344.969658893
2022-10-07 00:00:00 UTC,0.7101602813413435,26371876.038552787,6320000.428373275
2022-10-08 00:00:00 UTC,0.7082483160320225,26273503.735188115,5889150.623394781
2022-10-09 00:00:00 UTC,0.7120801333041656,26419878.89842981,6326494.186933639
2022-10-10 00:00:00 UTC,0.7062494121051822,26206442.71477573,4282001.686562257
2022-10-11 00:00:00 UTC,0.6526948664932833,24289412.908489686,5808052.110376731
