name;open;high;low;close;volume;marketCap;timestamp
"2790";0.00903618534308;0.0140600994;0.00713318288978;0.0103743107;3962538.5421090117;0;"2023-10-28T00:00:00.000Z"
"2790";0.0103522876;0.0145404519;0.00902273967517;0.0135092674;2287044.8067180067;0;"2023-10-29T00:00:00.000Z"
"2790";0.01350453;0.0217189988;0.0130993438;0.0192678996;3832607.023695898;0;"2023-10-30T00:00:00.000Z"
"2790";0.0193348805;0.0217069841;0.0160987383;0.0208225185;4698737.515924061;0;"2023-10-31T00:00:00.000Z"
"2790";0.020816461;0.0438223931;0.0206739381;0.0371236691;13310783.764506077;0;"2023-11-01T00:00:00.000Z"
"2790";0.0375853175;0.0475247578;0.0368199558;0.0435618122;10410352.473097648;0;"2023-11-02T00:00:00.000Z"
"2790";0.0436158278;0.0470446194;0.0328601059;0.0360091507;25775679.13317032;36417533.10556603;"2023-11-03T00:00:00.000Z"
"2790";0.0360110596;0.0406229034;0.035270802;0.0394383578;13783117.254217975;39439138.284864426;"2023-11-04T00:00:00.000Z"
"2790";0.039443433;0.039512149;0.0303920391;0.031684217;12399065.714073977;31671107.22723344;"2023-11-05T00:00:00.000Z"
"2790";0.0316721124;0.0329533662;0.0281166274;0.029452161;12320795.845337527;29419842.821050063;"2023-11-06T00:00:00.000Z"
"2790";0.0294505026;0.0318026904;0.0264303857;0.0287711132;14251144.397683442;28715176.25626314;"2023-11-07T00:00:00.000Z"
"2790";0.0287678708;0.0294160459;0.0270256701;0.0291760405;8085618.427202387;29211551.724285576;"2023-11-08T00:00:00.000Z"
"2790";0.0291752168;0.0310982688;0.0237057491;0.0250876107;11836772.39032721;24986926.227306616;"2023-11-09T00:00:00.000Z"
"2790";0.025086189;0.0285384008;0.0238556962;0.0281618682;11216446.480105886;28245454.810115736;"2023-11-10T00:00:00.000Z"
"2790";0.0281957552;0.0345748567;0.0265385722;0.0316930323;17227171.271621022;31693659.426630616;"2023-11-11T00:00:00.000Z"
"2790";0.0317101865;0.0323525491;0.0298117966;0.0314808291;8292221.8590621995;31458265.549167734;"2023-11-12T00:00:00.000Z"
"2790";0.0314843827;0.0346517693;0.0279588493;0.0310281399;11622037.623757249;31059498.834442865;"2023-11-13T00:00:00.000Z"
"2790";0.0310152851;0.0318188165;0.0275402647;0.0288212649;8330281.4894285975;29302537.311183296;"2023-11-14T00:00:00.000Z"
