name;open;high;low;close;volume;marketCap;timestamp
"2790";1.5910111193;1.8856310264;1.1618830523;1.3371264387;99738900.5858358;0;"2021-04-05T00:00:00.000Z"
"2790";1.337823549;1.5569619267;0.8066838032;0.9838227967;36236601.22774677;53064136.9459081;"2021-04-12T00:00:00.000Z"
"2790";0.9844868871;1.1692013693;0.6801373457;0.9804427543;26964920.144432716;53075546.82639543;"2021-04-19T00:00:00.000Z"
"2790";0.9685730344;1.2487121887;0.7785268021;0.9481058258;22525868.78906822;56356697.97232293;"2021-04-26T00:00:00.000Z"
"2790";0.9662222772;1.0744760698;0.7404270832;0.8044345904;21983990.767877955;49463600.428403325;"2021-05-03T00:00:00.000Z"
"2790";0.8046961134;0.8451836205;0.4982810734;0.5630703745;8801906.301618503;34735158.32252628;"2021-05-10T00:00:00.000Z"
"2790";0.5637913746;0.7696066247;0.1997277748;0.2289399189;9004846.332900615;14434468.932490377;"2021-05-17T00:00:00.000Z"
"2790";0.2289712673;0.3411116046;0.2243497934;0.2910062877;6425210.113679512;18628280.02974286;"2021-05-24T00:00:00.000Z"
"2790";0.2924025441;0.4510088999;0.2690673113;0.3600955621;3699777.4185442533;24276835.56180485;"2021-05-31T00:00:00.000Z"
"2790";0.3601508439;0.4234607598;0.2433563349;0.4138579001;3171122.9027187596;28266842.048125084;"2021-06-07T00:00:00.000Z"
"2790";0.4147945195;0.5346707665;0.2739332807;0.3120536614;6548469.736821302;21631587.99044464;"2021-06-14T00:00:00.000Z"
"2790";0.3121309692;0.3172163158;0.1693316904;0.2108384366;4643027.035834475;15227236.371054031;"2021-06-21T00:00:00.000Z"
"2790";0.2115994611;0.2465988636;0.1781204046;0.2191304869;3825857.5708917943;15705998.105541578;"2021-06-28T00:00:00.000Z"
"2790";0.219177869;0.2363873065;0.1854109974;0.1982115989;3321569.849260061;14326184.977666313;"2021-07-05T00:00:00.000Z"
"2790";0.1981991475;0.2164869634;0.1675055273;0.1778667061;3557287.386970771;12775546.838155488;"2021-07-12T00:00:00.000Z"
"2790";0.1778264174;0.17996269;0.1363398749;0.1553706287;3877581.382217725;11177639.988087066;"2021-07-19T00:00:00.000Z"
"2790";0.1554018729;0.2776562257;0.1551170627;0.2102677358;6202259.17333238;15299111.35733537;"2021-07-26T00:00:00.000Z"
"2790";0.2102419129;0.2266942391;0.1869449126;0.2037309345;7527602.028211983;14561649.832995968;"2021-08-02T00:00:00.000Z"
"2790";0.203606366;0.2317772466;0.1852868523;0.2317772466;7840532.080675343;16795579.883136906;"2021-08-09T00:00:00.000Z"
"2790";0.2309583319;0.3244656418;0.2285358252;0.2723590841;10153210.014342507;25506517.236480787;"2021-08-16T00:00:00.000Z"
"2790";0.2722341248;0.2934629695;0.2251091057;0.2260155759;6925118.572605181;23263575.345757935;"2021-08-23T00:00:00.000Z"
"2790";0.226078649;0.3611041576;0.2109544803;0.2946282264;10906124.537705954;30608976.852507614;"2021-08-30T00:00:00.000Z"
"2790";0.2945557698;0.3193007947;0.2314938592;0.2597468742;6723673.424218816;26900988.00733581;"2021-09-06T00:00:00.000Z"
"2790";0.2597447473;0.305465228;0.2415355573;0.272341113;4290736.681067211;30095160.752128433;"2021-09-13T00:00:00.000Z"
"2790";0.2722372141;0.27305696;0.2173973906;0.2327172336;3855616.07519815;26143631.071460564;"2021-09-20T00:00:00.000Z"
"2790";0.2327082788;0.2379189997;0.1976240403;0.2030615828;4022552.558324952;28150454.930163763;"2021-09-27T00:00:00.000Z"
"2790";0.2033360493;0.2207905701;0.1827246717;0.190240028;3965095.8688678504;26736981.682932552;"2021-10-04T00:00:00.000Z"
"2790";0.1901579331;0.2368579405;0.1859754399;0.2116124902;7863446.557074598;30167166.241135452;"2021-10-11T00:00:00.000Z"
"2790";0.2113183333;0.218647838;0.1943182707;0.1999434645;4755517.3834632225;28742370.221235745;"2021-10-18T00:00:00.000Z"
"2790";0.1999467248;0.2161909701;0.1822471432;0.1954104234;5585230.956665212;33143883.025547653;"2021-10-25T00:00:00.000Z"
"2790";0.1954478304;0.3673872129;0.1896304703;0.2598766955;21486640.169394992;44718571.392611824;"2021-11-01T00:00:00.000Z"
"2790";0.2600021684;0.594085751;0.2511977131;0.575762674;24358126.533810895;98501544.82481775;"2021-11-08T00:00:00.000Z"
"2790";0.5752318056;0.8538082757;0.501988932;0.7520923196;48830928.456295975;129027139.97439867;"2021-11-15T00:00:00.000Z"
"2790";0.7550276728;1.0359752187;0.6537585356;0.8530792429;46976643.55110285;172223488.53210858;"2021-11-22T00:00:00.000Z"
"2790";0.8548576061;0.9621011532;0.5256713164;0.5256713164;34548977.19109787;106677001.55509691;"2021-11-29T00:00:00.000Z"
"2790";0.5246295331;0.5969663224;0.4236934078;0.4919223706;14622157.681867857;100309484.1349433;"2021-12-06T00:00:00.000Z"
"2790";0.4912294833;0.5162926774;0.4041317351;0.4308429645;7768324.163186557;87742574.91308168;"2021-12-13T00:00:00.000Z"
"2790";0.4306712288;0.4974893458;0.405250327;0.484659015;9310120.958755527;149890818.36776632;"2021-12-20T00:00:00.000Z"
"2790";0.4846722988;0.5767845693;0.4070020406;0.4246183809;10944024.212806944;142694650.03410047;"2021-12-27T00:00:00.000Z"
"2790";0.4246246466;0.4246246466;0.261737313;0.2742323127;8614083.881107451;91898030.79565987;"2022-01-03T00:00:00.000Z"
"2790";0.2740786828;0.3155169251;0.2233690361;0.2597036455;10380261.64980319;89299354.07264477;"2022-01-10T00:00:00.000Z"
"2790";0.2599070601;0.2609538392;0.1555654184;0.170797825;4709041.364037599;59237871.623859994;"2022-01-17T00:00:00.000Z"
"2790";0.1707628365;0.1969915699;0.1437347835;0.1713327116;6854417.348003893;64311618.46639381;"2022-01-24T00:00:00.000Z"
"2790";0.1708868058;0.1843090446;0.1531628955;0.177789345;3688727.3200417208;70923557.46398869;"2022-01-31T00:00:00.000Z"
"2790";0.1776885717;0.2167066581;0.1573875858;0.1603022126;5277625.45397947;62840704.112941526;"2022-02-07T00:00:00.000Z"
"2790";0.1602923469;0.177264002;0.1483096374;0.1503175164;3943983.663162244;60127617.77788998;"2022-02-14T00:00:00.000Z"
"2790";0.1503103475;0.1539468821;0.1020735817;0.1160130589;4694115.568276464;49837861.33441106;"2022-02-21T00:00:00.000Z"
"2790";0.1160418905;0.1419799253;0.1160418905;0.1272499448;3531671.2754066405;54586638.16206073;"2022-02-28T00:00:00.000Z"
"2790";0.1270431968;0.2376294227;0.1198402372;0.1820803543;54881777.32393375;87269973.73664904;"2022-03-07T00:00:00.000Z"
"2790";0.1822875503;0.2519318697;0.1619127336;0.2039252452;35384421.22024756;99526580.79191707;"2022-03-14T00:00:00.000Z"
"2790";0.2038866759;0.2238312673;0.1974285077;0.2067679118;13291826.736972058;106161776.45732334;"2022-03-21T00:00:00.000Z"
"2790";0.206782531;0.3134306763;0.2050309119;0.2948657241;32383857.068815693;154785626.92014557;"2022-03-28T00:00:00.000Z"
"2790";0.2956784031;0.3322307773;0.2188933945;0.2189733035;22419117.226825338;113672195.42077777;"2022-04-04T00:00:00.000Z"
"2790";0.2189143218;0.2201686425;0.173656653;0.18184585;9613134.034207359;95214888.20499833;"2022-04-11T00:00:00.000Z"
"2790";0.1819056852;0.1969218168;0.162831958;0.164604358;6921696.9396112785;86689644.29907294;"2022-04-18T00:00:00.000Z"
"2790";0.1645773989;0.1771841139;0.1304126329;0.1418015622;5291543.945632687;76519739.5561125;"2022-04-25T00:00:00.000Z"
"2790";0.1420989231;0.1501980618;0.1227443937;0.1247742573;5988046.828933275;69052234.38847478;"2022-05-02T00:00:00.000Z"
"2790";0.1247303024;0.1265630197;0.0581523617;0.07225097;6027128.305041485;39497447.25779093;"2022-05-09T00:00:00.000Z"
"2790";0.0723770145;0.1541927492;0.0650853895;0.1020059435;27942043.707192753;57388921.050940074;"2022-05-16T00:00:00.000Z"
"2790";0.1021221073;0.1092722703;0.0750603916;0.0815714601;8654130.556046074;48021104.23783279;"2022-05-23T00:00:00.000Z"
"2790";0.0814500372;0.0898011165;0.0741577368;0.0815373266;5465633.926283704;47279485.121699706;"2022-05-30T00:00:00.000Z"
"2790";0.0815733513;0.0863799439;0.0618797622;0.0625676743;4455505.24865424;35477512.253703;"2022-06-06T00:00:00.000Z"
"2790";0.0625928271;0.0626222289;0.0443199357;0.0499352408;4754566.5882847095;29213579.384338796;"2022-06-13T00:00:00.000Z"
"2790";0.0501162062;0.0668307031;0.0488340981;0.0531876653;5654744.195957978;32657366.347916875;"2022-06-20T00:00:00.000Z"
"2790";0.0532025147;0.0560101569;0.0461126205;0.0482413015;1901762.169755502;29029290.602433026;"2022-06-27T00:00:00.000Z"
"2790";0.0481264194;0.127652925;0.047949353;0.0707290865;55775229.29728146;42016866.31017509;"2022-07-04T00:00:00.000Z"
"2790";0.0707485193;0.092599216;0.0645876653;0.0697708854;14197972.137393454;42214972.536331564;"2022-07-11T00:00:00.000Z"
"2790";0.0698807966;0.075441243;0.0659864273;0.067034184;3659389.058314629;41287904.755345;"2022-07-18T00:00:00.000Z"
"2790";0.0670561332;0.0758464627;0.0580277143;0.0654602482;4786348.791106205;41394396.32815385;"2022-07-25T00:00:00.000Z"
"2790";0.0655480296;0.0866560752;0.0634285442;0.0721587815;3999210.08477327;45439204.93054945;"2022-08-01T00:00:00.000Z"
"2790";0.0721847374;0.0808178936;0.0674620591;0.070200912;3297772.8278814135;44740135.549889944;"2022-08-08T00:00:00.000Z"
"2790";0.0702790451;0.0773539064;0.0558262807;0.0593147338;5053917.826334696;36682331.46760347;"2022-08-15T00:00:00.000Z"
"2790";0.0598503286;0.0635513441;0.0563466424;0.0564811634;2143393.9076218205;36598181.00358505;"2022-08-22T00:00:00.000Z"
"2790";0.0562078184;0.0727383678;0.0556506922;0.0581884184;4702251.767320766;37989254.72866411;"2022-08-29T00:00:00.000Z"
"2790";0.058162201;0.070660185;0.0554366063;0.0608608066;3279921.7419911986;40466462.85127726;"2022-09-05T00:00:00.000Z"
"2790";0.0607693107;0.0660320436;0.05473975;0.0555255491;2777380.24635616;36165700.58210416;"2022-09-12T00:00:00.000Z"
"2790";0.0556173964;0.0579962629;0.0511836936;0.0552139017;1630227.4689784977;35587695.92519045;"2022-09-19T00:00:00.000Z"
"2790";0.0551980277;0.0558927107;0.0502435647;0.0504259961;1126573.373421705;34019982.79494375;"2022-09-26T00:00:00.000Z"
"2790";0.0504417929;0.0549505563;0.0489511144;0.0505688742;1366687.9258239963;33522893.65239351;"2022-10-03T00:00:00.000Z"
"2790";0.0505646944;0.060654123;0.0490874424;0.0523013454;3836585.434845502;34913016.277488515;"2022-10-10T00:00:00.000Z"
"2790";0.0523184514;0.0523950006;0.0490856599;0.0514573071;960869.3119541988;34760902.663107045;"2022-10-17T00:00:00.000Z"
"2790";0.0514304712;0.0520700793;0.0485119779;0.0497541312;3551210.2782383338;33482085.13281919;"2022-10-24T00:00:00.000Z"
"2790";0.0497122133;0.051911241;0.0478220048;0.0488532422;1218631.8786499058;32507402.502253104;"2022-10-31T00:00:00.000Z"
"2790";0.048816538;0.0510453467;0.0320409271;0.0322596428;4105938.5881669307;22385829.380094197;"2022-11-07T00:00:00.000Z"
"2790";0.0323714733;0.0862083979;0.0315658835;0.0364233899;16732693.226487923;24299129.952595454;"2022-11-14T00:00:00.000Z"
"2790";0.0363915727;0.0506398699;0.0348331808;0.039833354;4872182.22681914;26668651.003723852;"2022-11-21T00:00:00.000Z"
"2790";0.0398350802;0.0400826683;0.0378219499;0.0391657571;1126133.4926497927;26554793.482491974;"2022-11-28T00:00:00.000Z"
"2790";0.0391564932;0.0391847874;0.0358937805;0.0361099313;746291.1507164796;24034542.775494207;"2022-12-05T00:00:00.000Z"
"2790";0.0361172196;0.043859821;0.0317992712;0.0319676056;3616984.3929238254;21452255.42432973;"2022-12-12T00:00:00.000Z"
"2790";0.0319519619;0.0332682829;0.0307204056;0.0322161569;943036.4160451232;21548456.454518832;"2022-12-19T00:00:00.000Z"
"2790";0.0321893681;0.0322527271;0.0294649478;0.0294810128;649806.4413085472;19984873.588375233;"2022-12-26T00:00:00.000Z"
"2790";0.02951708;0.0328921418;0.0294777598;0.0297563586;927141.9807444301;19586183.699704543;"2023-01-02T00:00:00.000Z"
"2790";0.0297373781;0.0365665917;0.0296710608;0.0334175193;1851125.826461114;23867879.14919532;"2023-01-09T00:00:00.000Z"
"2790";0.0333701913;0.0398281215;0.0309758119;0.0369441762;2747358.799504557;27380219.545307714;"2023-01-16T00:00:00.000Z"
"2790";0.0369305887;0.0397318315;0.0329177435;0.0363035898;2357192.425702094;28094161.19567037;"2023-01-23T00:00:00.000Z"
"2790";0.0363196958;0.0375070457;0.0325581632;0.0361926539;2528449.5224381643;29024069.638179872;"2023-01-30T00:00:00.000Z"
"2790";0.036199136;0.0489230086;0.0355529573;0.0377004564;6623022.828075673;31470850.736279972;"2023-02-06T00:00:00.000Z"
"2790";0.0376765438;0.0396326503;0.0346835844;0.037819229;2528231.5724892016;33245797.55545472;"2023-02-13T00:00:00.000Z"
"2790";0.0377794347;0.041879905;0.0341586609;0.0359360208;2940489.0857857587;32415554.06648785;"2023-02-20T00:00:00.000Z"
"2790";0.0359579191;0.0370544449;0.0308765549;0.0330060921;2387776.8183163144;31139194.069451883;"2023-02-27T00:00:00.000Z"
"2790";0.0329716216;0.0348594144;0.0249491098;0.0334425169;4528518.782346886;31514213.478444923;"2023-03-06T00:00:00.000Z"
"2790";0.0332099728;0.0334087894;0.028563157;0.0298468957;2715125.7791843456;28047446.261790156;"2023-03-13T00:00:00.000Z"
"2790";0.0298766792;0.0321479293;0.0246355165;0.0278715982;3765729.7743843584;26491493.498783108;"2023-03-20T00:00:00.000Z"
"2790";0.0278791401;0.0280444536;0.0252265094;0.0262893648;2133044.1439579716;24875351.80716114;"2023-03-27T00:00:00.000Z"
"2790";0.0262805557;0.0269979334;0.0257558837;0.02623415;1580822.4224931558;25026287.828767054;"2023-04-03T00:00:00.000Z"
"2790";0.026237308;0.0268639661;0.0254432021;0.0266242693;1837119.7810230788;25359406.200305663;"2023-04-10T00:00:00.000Z"
"2790";0.0266536206;0.0267640057;0.0216318871;0.0229086163;1647232.226655703;21724439.48547124;"2023-04-17T00:00:00.000Z"
"2790";0.0229140919;0.0254729757;0.0193980203;0.0234730867;4015578.986699242;22308810.271602634;"2023-04-24T00:00:00.000Z"
"2790";0.0234587082;0.0235103825;0.0188467464;0.0188467464;1714882.066985995;17927484.72143595;"2023-05-01T00:00:00.000Z"
"2790";0.0188660842;0.018877375;0.0150436462;0.0169474419;1388335.8881136011;15886046.305016814;"2023-05-08T00:00:00.000Z"
"2790";0.016911168;0.017679952;0.0164874292;0.0166959924;997765.3778370306;15867866.53162648;"2023-05-15T00:00:00.000Z"
"2790";0.0166934631;0.0192107655;0.0161478844;0.0174436855;1308650.8748801854;16504744.692535222;"2023-05-22T00:00:00.000Z"
"2790";0.0174468014;0.0174557556;0.0144405022;0.0152567968;1391854.4301525033;14551282.564438235;"2023-05-29T00:00:00.000Z"
"2790";0.0152597043;0.0153155948;0.0119875215;0.0126854884;1159029.5094308725;12211297.619484838;"2023-06-05T00:00:00.000Z"
"2790";0.0126863102;0.0143366828;0.011730274;0.0128832633;1205160.1670108028;12574745.883986028;"2023-06-12T00:00:00.000Z"
"2790";0.0128840017;0.0140611378;0.0127090236;0.0134282544;660355.8187541905;12854773.69620487;"2023-06-19T00:00:00.000Z"
"2790";0.0134271739;0.0192755821;0.0125440957;0.0134243588;5307801.753998135;12917252.064080698;"2023-06-26T00:00:00.000Z"
"2790";0.0134179952;0.0145294358;0.0128831475;0.0129190422;982355.9182642841;12512324.530151214;"2023-07-03T00:00:00.000Z"
"2790";0.0129184722;0.0135605237;0.0127694675;0.0128430525;669029.9287849996;12684621.986627894;"2023-07-10T00:00:00.000Z"
